Query,Category
"66-4 Parkhurst Rd, Chelmsford MA 1824",ADDRESS
"333 Main Street, Tewksbury MA 1876",ADDRESS
 Birthday text friends birthdays week,NONE
retail stores open later during Christmas week in Manhattan,PLACE
Nail salons in New Orleans open on the weekend,PLACE
Where is the nearest beach,PLACE
what rivers are in new mexico,PLACE
When did Lincoln begin his political career?,NONE
"630 Coonial Promenade Pkwy, Alabaster AL 35007",ADDRESS
What is Bill doing this weekend?,NONE
italian Food in Mililani,PLACE
directions from mcallen to galvestion,ROUTE
 events tonight,EVENT
what is the smallest city in the usa,AREA
Where to go shopping in Austin this week,PLACE
parking garages,PLACE
iowa borders how many states,AREA
Indian restaurants,PLACE
Any family events next week in Virginia,EVENT
zagat rated dessert places in brooklyn,PLACE
what is the capital of georgia,AREA
Can you give me a route that has little traffic,ROUTE
Seattle area,AREA
how many people live in the state with the largest population density,NONE
"flat no 102 , habitat havens plot no 835, Mumbai",ADDRESS
parking garages open on New Year's Eve down town,PLACE
lunch place,PLACE
"Lowest gas prices right now, near me",PLACE
What is the fastest route from here to NY,ROUTE
best place to christmas shop near me,PLACE
what states border georgia,AREA
Best bar in New York not too far away,PLACE
restaurant open near me,PLACE
Can I sign up for flag football?,NONE
2014 ss theoo,NONE
Can you call Kenny?,PLACE
 address gym,NONE
Best snow resort this year for snow,PLACE
give me a good idea for something to do with my boyfriend,PLACE
Hollywood Beach,PLACE
Where is the closest Santa's Village to me next week,PLACE
"Hotels with complimentary concierges in Greenville, SC",PLACE
Any opera concerts in Austin coming up,EVENT
lake area,AREA
"-122.776655,45.4872434",GEOLOCATION
"37.510571, 126.963604",GEOLOCATION
"121 Worcester Rd, Framingham MA 1701",ADDRESS
 family venue,NONE
Things to do in North Phoenix this week,EVENT
"""41.893389,-87.6324851""",GEOLOCATION
Best restaurant deals for tonight near me,PLACE
 degree year,NONE
Anything cool happening in Boerne in December,EVENT
Best place to hear jazz in New York,PLACE
"Restrooms open to the public in Spartanburg, SC 24 hours",NONE
what states border missouri,AREA
What time does tomorrow's game start?,NONE
what is capital of iowa,AREA
when is burning man,PLACE
where is staten island ferry?   ,PLACE
"4133 Veterans Memorial Drive, Batavia NY 14020",ADDRESS
"2055 Niagara Falls Blvd, Amherst NY 14228",ADDRESS
"-122.827472,45.4368502",GEOLOCATION
what is the highest point in each state whose lowest point is sea level,AREA
best place to club in town,PLACE
"1201 Hwy 31 NW, Hartselle AL 35640",ADDRESS
Special Events this week in Scottsdale,EVENT
What's traffic like on my way home?,NONE
Where can we see the Easter Bunny,EVENT
 thai restaurants,PLACE
which is the best route to take to get to Kakaako for the Eat the street event tonight,ROUTE
Alicia Keys concert in San Francisco tomorrow,EVENT
Can I get from 12th st nw to 44th ave s. if I take Washington St?,ROUTE
 driver licence,NONE
Are there any routes to work that usually have light traffic at 7am?,ROUTE
"900 Boston Post Road, Guilford CT 6437",ADDRESS
The Bluegrass club is crowded,PLACE
any wwe events scheduled in new york this week,EVENT
Where is the closest place I can have lunch,PLACE
Where can I get some authentic pork buns,PLACE
Is there an E-Sports Lounge close by,PLACE
What is the closest grocery store or bakery that carries my Mom's favorite pastry.,PLACE
what restaurants stay open late near my office,PLACE
can you tell me how to get to the sears tower from work avoiding contruction,ROUTE
Can you give me directions from Rocky Top Medical Center to the nearest dinner show on the Parkway in Pigeon Forge?,ROUTE
Any live concerts in DC happening now,EVENT
sports bars near me,PLACE
"Jeollabuk-do, Gunsan-si",ADDRESS
clubs that are open after midnight tonight,PLACE
"Asian shopping center in Kauai, Hawaii",PLACE
any comedy shows to go to on sunday in nyc,EVENT
McDonald's Corporation World Headquarters,PLACE
"656 New Haven Ave, Derby CT 6418",ADDRESS
what is the smallest city of the smallest state in the us,AREA
Is there any kids friendly restaurant nearby,PLACE
what is the state with the largest density in usa,AREA
Is the Alamo still in its original location or was it ever moved,PLACE
Kids arcade to throw birthday parties on Wednesday night,PLACE
acrobat shows in OC this week,EVENT
 directions staying war game weekend,ROUTE
Are any of my friends going to the fair?,NONE
 47.316669 5.016670,GEOLOCATION
Where is a good place for my daughter to gymanstics and horseback riding lessons?,PLACE
American Folk Art Museum,PLACE
"-122.7993633,45.4826975",GEOLOCATION
Directions to Dick's Sporting Goods in Moore avoiding I-35,ROUTE
"-122.8067328,45.4870404",GEOLOCATION
Any events good for little kids Sunday,EVENT
Local museums near Branson,PLACE
Novena MRT Station,PLACE
And one West eating noise speed Chicago 3118 I know use ,NONE
What time does my friend Jeff get off work?,NONE
 day by day,NONE
Can you tell me how to get Boston Aquarium from the Jamaica Pond?,ROUTE
"3176 South Eufaula Avenue, Eufaula AL 36027",ADDRESS
 crime,NONE
Any fun festivals this weekend in Portland,EVENT
What route should I take to get to school today,ROUTE
